EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Phi	Theta	Time
304298	1	1	0	0	4	8.33994	0	0	90	1.07865	
304400	1	1	0	0	4	10	0	0	90	0.518292	
304440	1	1	5.80753	0	2	5.02373	0	0	90	0.31708	
304440	2	1	0	0	4	0	0	0	90	0.333689	
304913	1	1	0	0	4	0	0	0	90	0.317047	
306283	1	1	0	0	4	0	0	0	90	0.317116	
311878	1	1	207.592	0	2	0.244925	0	0	90	0.31722	
311878	2	1	0	0	4	0	0	0	90	0.349794	
312215	1	1	0	0	4	5.13952	0	0	90	0.317283	
314016	1	1	365.355	0	2	2.08282	0	0	90	0.3171	
314016	2	1	0	0	4	2.0455	0	0	90	0.343527	
314633	1	1	266.838	0	2	5.71288	0	0	90	0.317304	
314633	2	1	0	0	4	4.94742	0	0	90	0.331623	
315372	1	1	11.8396	0	2	0.00860922	0	0	90	0.356124	
315372	2	1	0	0	4	0	0	0	90	0.391136	
316111	1	1	0	0	4	0	0	0	90	0.317513	
316200	1	1	387.076	0	2	0.888527	0	0	90	0.316916	
316200	2	1	0	0	4	1.34928	0	0	90	0.347311	
318716	1	1	71.3356	0	2	8.31205	0	0	90	0.39362	
318716	2	1	0	0	4	8.14758	0	0	90	0.398035	
319159	1	1	0	0	4	0	0	0	90	0.317161	
319220	1	1	156.505	0	2	9.46156	0	0	90	0.317168	
319220	2	1	0	0	4	5.86735	0	0	90	0.318965	
319524	1	1	0	0	4	0	0	0	90	0.317006	
320042	1	1	662	0	1	1.4221	0	0	90	0.317074	
321846	1	1	176.188	0	2	8.16092	0	0	90	0.317096	
321846	2	1	0	0	4	4.67046	0	0	90	0.323235	
322466	1	1	0	0	4	0	0	0	90	0.317155	
323547	1	1	237.134	0	2	7.01567	0	0	90	0.316973	
323547	2	1	424.866	0	1	5.01025	0	0	90	0.326931	
325327	1	1	0	0	4	0	0	0	90	0.317075	
325548	1	1	0	0	4	0	0	0	90	0.317369	
325620	1	1	0	0	4	0	0	0	90	0.317433	
326107	1	1	352.115	0	2	1.34614	0	0	90	0.316967	
326107	2	1	309.885	0	1	1.09877	0	0	90	0.345841	
326710	1	1	662	0	1	6.77607	0	0	90	0.317356	
328148	1	1	0	0	4	0	0	0	90	0.31723	
328183	1	1	0	0	4	0	0	0	90	0.317343	
328932	1	1	0	0	4	0	0	0	90	0.317133	
329445	1	1	0	0	4	0	0	0	90	0.317098	
329891	1	1	0	0	4	0	0	0	90	0.31694	
331405	1	1	0	0	4	0	0	0	90	0.317276	
332807	1	1	0	0	4	1.93169	0	0	90	0.317259	
336929	1	1	123.018	0	2	0.8655	0	0	90	0.454526	
