EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
1119	3	1	10.0229	70	2	2	912	3.19825	
1119	4	1	0	70	4	2	912	3.20934	
1119	5	1	62.8734	46	2	8	912	3.30369	
1119	6	1	0	46	3	7	912	3.31152	
1119	7	1	112.331	46	1	6	912	3.31672	
1122	1	1	0	34	4	6	912	3.37644	
1123	1	1	0	155	4	1	912	3.2271	
1123	2	1	662	182	1	3	912	3.43646	
1126	1	1	0	110	4	5	912	3.24882	
1126	2	1	187.665	133	2	4	912	3.3404	
1126	3	1	0	133	4	5	912	3.35161	
1127	1	1	0	78	4	10	912	3.54002	
1133	1	1	222.623	70	2	8	912	3.16469	
1133	2	1	0	70	3	9	912	3.17989	
1133	3	1	0	70	4	10	912	3.19631	
1134	1	1	0	172	4	1	912	3.27585	
1134	2	1	0	191	4	5	912	3.39175	
1140	1	1	0	180	4	10	912	3.49712	
1142	1	1	0	63	4	1	912	3.17268	
1142	2	1	0	129	4	10	912	3.52996	
1145	1	1	0	99	4	5	912	3.48708	
1149	1	1	282.794	114	2	7	912	3.11368	
1149	2	1	224.492	114	2	5	912	3.12891	
1149	3	1	154.714	114	1	10	912	3.13436	
1154	1	1	0	136	4	1	912	3.19576	
1154	2	1	0	168	4	2	912	3.42851	
1157	1	1	265.034	92	2	6	912	3.10664	
1157	2	1	0	92	4	5	912	3.11743	
